date,key,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,income_support,debt_relief,fiscal_measures,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,pos_rate
2020-06-23,US_OK,3,1,1,3,0,1,1,2,1,NA,3,1,NA,NA,1,NA,0.02379224130978305
2020-06-23,US_OR,3,2,2,3,0,1,1,2,2,0,1,1,0,0,2,NA,0.025298908334777336
2020-06-23,US_PA,3,2,2,3,1,1,1,2,2,0,2,1,0,0,2,NA,0.033203125
2020-06-23,US_RI,3,2,2,3,0,1,2,2,2,NA,3,1,NA,NA,3,NA,0.02002080083203328
2020-06-23,US_SC,3,1,1,0,0,1,1,2,1,0,2,2,0,0,2,NA,0.16980078197728543
2020-06-23,US_SD,3,1,1,0,0,1,1,2,1,0,2,1,0,0,2,NA,0.03648648648648649
2020-06-23,US_TN,3,2,2,3,1,1,1,2,1,0,3,1,0,0,1,NA,0.14124293785310735
2020-06-23,US_TX,3,2,2,3,0,1,1,2,1,NA,2,1,NA,NA,2,NA,0.08618713395198392
2020-06-23,US_UT,3,1,2,3,0,1,1,2,1,NA,2,2,NA,NA,1,NA,0.06886907883237196
2020-06-23,US_VA,3,2,2,3,0,1,2,2,2,0,3,1,0,0,2,NA,0.06501167506452009
2020-06-23,US_VT,3,1,2,3,0,1,2,2,2,NA,3,2,NA,NA,2,NA,0.002183406113537118
2020-06-23,US_WA,3,2,2,4,1,1,1,2,1,0,2,1,0,0,1,NA,0.01458237898915865
2020-06-23,US_WI,3,1,1,2,1,1,1,2,1,0,3,2,0,0,2,NA,0.03443877551020408
2020-06-23,US_WV,3,1,2,3,0,1,1,2,1,0,1,2,0,0,2,NA,0.010377032168799724
2020-06-23,US_WY,3,1,1,2,2,1,1,2,2,0,2,1,NA,0,2,NA,0.021052631578947368
2020-06-24,US_AK,3,1,1,2,0,1,1,2,2,NA,2,2,NA,NA,1,NA,0.005931784478497282
2020-06-24,US_AL,3,1,1,0,1,1,1,2,1,0,3,2,0,0,3,NA,0.2053950722175021
2020-06-24,US_AR,3,2,1,3,1,1,1,2,1,0,3,1,0,0,3,NA,0.09452129102251153
2020-06-24,US_AZ,3,1,2,0,0,1,1,2,1,NA,2,2,NA,NA,3,NA,0.0764578097712655
2020-06-24,US_CA,3,2,2,4,0,1,1,2,2,0,2,2,NA,NA,3,NA,0.05573616755236011
2020-06-24,US_CO,2,2,1,4,1,1,1,2,2,NA,2,1,NA,NA,2,NA,0.041713103009074985
2020-06-24,US_CT,3,2,2,3,1,1,1,2,2,NA,3,2,NA,NA,3,NA,0.0011664722546242292
2020-06-24,US_DC,3,2,2,3,2,1,1,2,2,NA,2,1,NA,NA,1,NA,0.03559127439724455
2020-06-24,US_DE,3,2,2,2,1,2,1,2,2,NA,2,2,NA,NA,3,NA,0.04392649036306589
2020-06-24,US_FL,3,2,2,4,1,1,2,2,2,0,1,1,0,0,3,NA,0.1543039450273023
2020-06-24,US_GA,3,2,2,3,1,2,1,2,2,0,3,2,0,0,1,NA,0.14223669923995658
2020-06-24,US_HI,3,2,1,4,0,2,2,2,1,0,2,2,0,0,2,NA,0.002352941176470588
2020-06-24,US_IA,3,1,1,0,1,1,1,2,2,0,2,2,0,0,1,NA,0.06316590563165905
2020-06-24,US_ID,3,2,1,3,0,1,2,2,1,NA,2,1,NA,NA,1,NA,0.0899149453219927
2020-06-24,US_IL,3,1,2,4,0,2,2,2,2,NA,2,1,NA,NA,2,NA,0.024376939074699122
2020-06-24,US_IN,3,1,2,2,0,1,1,2,2,NA,3,2,NA,NA,1,NA,0.020880229760149034
2020-06-24,US_KS,3,1,1,3,1,1,1,2,1,NA,2,1,NA,NA,1,NA,0.07546323968918112
2020-06-24,US_KY,3,2,2,4,2,1,1,2,2,0,3,2,0,0,1,NA,0.05060405744244358
2020-06-24,US_LA,3,2,2,2,1,1,1,2,1,NA,2,1,NA,NA,3,NA,0.07018939996816807
2020-06-24,US_MA,3,2,2,3,1,1,1,2,1,0,2,2,0,0,3,NA,0.012287469638519788
2020-06-24,US_MD,3,2,2,4,1,1,1,2,2,NA,3,1,NA,NA,2,NA,0.037132890739282096
2020-06-24,US_ME,3,2,2,3,2,1,2,2,2,0,2,2,0,0,2,NA,0.012319228709159078
2020-06-24,US_MI,3,1,1,1,1,1,1,2,1,0,3,1,0,0,1,NA,0.02215483631412835
2020-06-24,US_MN,3,1,2,3,0,1,1,2,1,NA,2,1,NA,NA,2,NA,0.030631381537820378
2020-06-24,US_MS,3,1,1,3,1,1,1,2,1,NA,1,1,NA,NA,3,NA,0.06742725291629278
2020-06-24,US_MT,3,1,1,3,1,2,1,2,1,NA,3,2,NA,NA,1,NA,0.020122484689413824
2020-06-24,US_NC,3,2,1,3,1,1,1,2,1,NA,2,1,NA,NA,4,NA,0.10952714312989245
2020-06-24,US_ND,3,1,1,0,0,1,1,2,1,NA,2,2,NA,NA,1,NA,0.010613512813875226
2020-06-24,US_NE,3,1,2,3,1,1,1,2,1,NA,3,1,NA,NA,2,NA,0.04679376083188908
2020-06-24,US_NH,3,2,1,0,1,1,1,2,2,NA,3,2,NA,NA,2,NA,0.00972972972972973
2020-06-24,US_NJ,3,2,1,3,1,1,1,2,2,NA,3,1,0,0,2,NA,0.012074913750616067
2020-06-24,US_NM,3,2,2,4,2,1,2,2,1,NA,3,2,NA,NA,3,NA,0.02524078379275988
2020-06-24,US_NV,3,1,2,3,0,1,1,2,2,NA,2,1,NA,NA,3,NA,0.06971294669009959
2020-06-24,US_NY,3,2,2,4,1,1,1,2,2,0,3,2,0,0,3,NA,0.011360081338964493
2020-06-24,US_OH,3,2,2,4,0,1,1,2,1,NA,3,2,NA,NA,2,NA,0.05479927165525015
2020-06-24,US_OK,3,1,1,3,0,1,1,2,1,NA,3,1,NA,NA,1,NA,0.1496429680223533
2020-06-24,US_OR,3,2,2,3,0,1,1,2,2,0,1,1,0,0,3,NA,0.030414012738853503
2020-06-24,US_PA,3,2,2,3,1,1,1,2,2,0,2,1,0,0,2,NA,0.029751172015867293
2020-06-24,US_RI,3,2,2,3,0,1,2,2,2,NA,3,1,NA,NA,3,NA,0.012788365095285857
2020-06-24,US_SC,3,1,1,0,0,1,1,2,1,0,2,2,0,0,2,NA,0.1433515686055599
2020-06-24,US_SD,3,1,1,0,0,1,1,2,1,0,2,1,0,0,2,NA,0.0859375
2020-06-24,US_TN,3,2,2,3,1,1,1,2,1,0,3,1,0,0,1,NA,0.07239397234736679
2020-06-24,US_TX,3,2,2,3,0,1,1,2,1,NA,2,1,NA,NA,2,NA,0.07615585128275483
2020-06-24,US_UT,3,1,2,3,0,1,1,2,1,NA,2,2,NA,NA,2,NA,0.07635273702476732
2020-06-24,US_VA,3,2,2,3,0,1,2,2,2,0,3,1,0,0,2,NA,0.048313667193161755
2020-06-24,US_VT,3,1,2,3,0,1,2,2,2,NA,3,2,NA,NA,2,NA,0.02663115845539281
2020-06-24,US_WA,3,2,2,4,1,1,1,2,1,0,2,1,0,0,1,NA,0.04977655551735992
2020-06-24,US_WI,3,1,1,2,1,1,1,2,1,0,3,2,0,0,2,NA,0.036995871705303274
2020-06-24,US_WV,3,1,2,3,0,1,1,2,1,0,1,2,0,0,2,NA,0.02215935879302216
2020-06-24,US_WY,3,1,1,2,2,1,1,2,2,0,2,1,NA,0,2,NA,0.022099447513812154
2020-06-25,US_AK,3,1,1,2,0,1,1,2,2,NA,2,2,NA,NA,1,NA,0.005366726296958855
2020-06-25,US_AL,3,1,1,0,1,1,1,2,1,0,3,2,0,0,3,NA,0.10686880029945724
2020-06-25,US_AR,3,2,1,3,1,1,1,2,1,0,3,1,0,0,3,NA,0.12459194776931447
2020-06-25,US_AZ,3,1,2,0,0,1,1,2,1,NA,2,2,NA,NA,3,NA,0.12895603004472952
2020-06-25,US_CA,3,2,2,4,0,1,1,2,2,0,2,2,NA,NA,3,NA,0.04820298483922481
2020-06-25,US_CO,2,2,1,4,1,1,1,2,2,NA,2,1,NA,NA,2,NA,0.03909738144081091
2020-06-25,US_CT,3,2,2,3,1,1,1,2,2,NA,3,2,NA,NA,3,NA,0.005984926850894044
2020-06-25,US_DC,3,2,2,3,2,1,1,2,2,NA,2,1,NA,NA,1,NA,0.010164190774042221
2020-06-25,US_FL,3,2,2,4,1,1,2,2,2,0,1,1,0,0,3,NA,0.1678130594553849
2020-06-25,US_GA,3,2,2,3,1,2,1,2,2,0,3,2,0,0,1,NA,0.11667801225323349
2020-06-25,US_HI,3,2,1,4,0,2,2,2,1,0,2,2,0,0,2,NA,0.007820136852394917
2020-06-25,US_IA,3,1,1,0,1,1,1,2,2,0,2,2,0,0,1,NA,0.0693446088794926
2020-06-25,US_ID,3,2,1,3,0,1,2,2,1,NA,2,1,NA,NA,1,NA,0.0905365126676602
2020-06-25,US_IL,3,1,2,4,0,2,2,2,2,NA,2,1,NA,NA,2,NA,0.028214353342170043
2020-06-25,US_IN,3,1,2,2,0,1,1,2,2,NA,3,2,NA,NA,1,NA,0.04422878735829612
2020-06-25,US_KY,3,2,2,4,2,1,1,2,2,0,3,2,0,0,1,NA,0.035420443452795984
2020-06-25,US_LA,3,2,2,2,1,1,1,2,1,NA,2,1,NA,NA,3,NA,0.07713815789473684
2020-06-25,US_MA,3,2,2,3,1,1,1,2,1,200000000,2,2,0,0,3,NA,0.017871263640676895
2020-06-25,US_MD,3,2,2,4,1,1,1,2,2,NA,3,1,NA,NA,2,NA,0.03781043224198677
2020-06-25,US_ME,3,2,2,3,2,1,2,2,2,0,2,2,0,0,2,NA,0.022101751459549623
2020-06-25,US_MI,3,1,1,1,1,1,1,2,1,0,3,1,0,0,1,NA,0.02404432132963989
2020-06-25,US_MN,3,1,2,3,0,1,1,2,1,NA,2,1,NA,NA,2,NA,0.027579866697310964
2020-06-25,US_MS,3,1,1,3,1,1,1,2,1,NA,1,1,NA,NA,3,NA,0.2518450184501845
2020-06-25,US_MT,3,1,1,3,1,2,1,2,1,NA,3,2,NA,NA,1,NA,0.01132884262094305
2020-06-25,US_NC,3,2,1,3,1,1,1,2,1,NA,2,1,NA,NA,4,NA,0.05446105683596913
2020-06-25,US_ND,3,1,1,0,0,1,1,2,1,NA,2,2,NA,NA,1,NA,0.0110573600552868
2020-06-25,US_NE,3,1,2,3,1,1,1,2,1,NA,3,1,NA,NA,2,NA,0.04452882292026234
2020-06-25,US_NJ,3,2,1,3,1,1,1,2,2,NA,3,1,0,0,2,NA,0.01522198731501057
2020-06-25,US_NM,3,2,2,4,2,1,2,2,1,NA,3,2,NA,NA,3,NA,0.03076923076923077
2020-06-25,US_NV,3,1,2,3,0,1,1,2,2,NA,2,1,NA,NA,3,NA,0.1008183678108661
2020-06-25,US_NY,3,2,2,4,1,1,2,2,2,0,3,2,0,0,3,NA,0.01107300198101771
2020-06-25,US_OH,3,2,2,4,0,1,1,2,1,NA,3,2,NA,NA,2,NA,0.048623603161624424
2020-06-25,US_OK,3,1,1,3,0,1,1,2,1,NA,3,1,NA,NA,1,NA,0.0655002243158367
2020-06-25,US_OR,3,2,2,3,0,1,1,2,2,0,1,1,0,0,3,NA,0.02488654662567706
2020-06-25,US_PA,3,2,2,3,1,1,1,2,2,0,2,1,0,0,2,NA,0.03331415420023015
2020-06-25,US_RI,3,2,2,3,0,1,2,2,2,NA,3,1,NA,NA,3,NA,0.012451577199778638
2020-06-25,US_SC,3,1,1,0,0,1,1,2,1,0,2,2,0,0,2,NA,0.07425742574257425
2020-06-25,US_SD,3,1,1,0,0,1,1,2,1,0,2,1,0,0,2,NA,0.045283018867924525
2020-06-25,US_TN,3,2,2,3,1,1,1,2,1,0,3,1,0,0,1,NA,0.08656554712892742
2020-06-25,US_TX,3,2,2,3,0,1,1,2,1,NA,2,1,NA,NA,2,NA,0.07701001798099152
2020-06-25,US_UT,3,1,2,3,0,1,1,2,1,NA,2,2,NA,NA,2,NA,0.08583066627873145
2020-06-25,US_VA,3,2,2,3,0,1,2,2,2,0,3,1,0,0,2,NA,0.036797274275979557
2020-06-25,US_VT,3,1,2,3,0,1,2,2,2,NA,3,2,NA,NA,2,NA,0.00603448275862069
2020-06-25,US_WA,3,2,2,4,1,1,1,2,1,0,2,1,0,0,1,NA,0.046852565555807454
2020-06-25,US_WI,3,1,1,4,1,1,1,2,1,0,3,2,0,0,2,NA,0.027056971251968046
2020-06-25,US_WV,3,1,2,3,0,1,1,2,1,0,1,2,0,0,2,NA,0.013383521539104977
2020-06-25,US_WY,3,1,1,2,2,1,1,2,2,0,2,1,NA,0,2,NA,0.033157498116051246
2020-06-26,US_AK,3,1,1,2,0,1,1,2,2,NA,2,2,NA,NA,1,NA,0.004747626186906547
2020-06-26,US_AL,3,1,1,0,1,1,1,2,1,0,3,2,0,0,3,NA,0.11037053773158609
2020-06-26,US_AZ,3,1,2,0,0,1,1,2,1,NA,2,2,NA,NA,3,NA,0.1486332333431915
2020-06-26,US_CA,3,2,2,4,0,1,1,2,2,0,2,2,NA,NA,3,NA,0.07758967896165989
2020-06-26,US_CO,2,2,1,4,1,1,1,2,2,NA,2,1,NA,NA,2,NA,0.043796628903011885
2020-06-26,US_CT,3,2,2,3,1,1,1,2,2,NA,3,2,NA,NA,3,NA,0.004686035613870665
2020-06-26,US_DC,3,2,2,3,2,1,1,2,2,NA,2,1,NA,NA,1,NA,0.022270114942528736
2020-06-26,US_DE,3,2,2,2,1,2,1,2,2,NA,2,2,NA,NA,3,NA,0.059967585089141004
2020-06-26,US_FL,3,2,2,4,1,1,2,2,2,0,1,1,0,0,3,NA,0.14729135263174087
2020-06-26,US_GA,3,2,2,3,1,2,1,2,2,0,3,2,0,0,1,NA,0.144993894993895
2020-06-26,US_HI,3,2,1,4,0,2,2,2,1,0,2,2,0,0,2,NA,0.009560229445506692
2020-06-26,US_IA,3,1,1,0,1,1,1,2,2,0,2,2,0,0,1,NA,0.07421460009106086
2020-06-26,US_ID,3,2,1,3,0,1,2,2,1,NA,2,1,NA,NA,1,NA,0.12147984538928769
2020-06-26,US_IL,3,1,1,3,0,1,1,2,2,NA,2,1,NA,NA,2,NA,0.02990961380443714
2020-06-26,US_IN,3,1,2,2,0,1,1,2,2,NA,3,2,NA,NA,1,NA,0.03993741765480896
2020-06-26,US_KS,3,1,1,3,1,1,1,2,1,NA,2,1,NA,NA,1,NA,0.09229769255768606
2020-06-26,US_KY,3,2,2,4,2,1,1,2,2,0,3,2,0,0,1,NA,0.030831953115046502
2020-06-26,US_LA,3,2,2,2,1,1,1,2,1,NA,2,1,NA,NA,3,NA,0.078080848855314
2020-06-26,US_MA,3,2,2,3,1,1,1,2,1,275000000,2,2,0,0,3,NA,0.017610157962361123
2020-06-26,US_MD,3,2,2,4,1,1,1,2,2,NA,3,1,NA,NA,2,NA,0.034093201533185395
2020-06-26,US_ME,3,2,2,3,2,1,2,2,2,127000,2,2,0,0,2,NA,0.014473089099954772
2020-06-26,US_MI,3,1,1,1,1,1,1,2,1,0,3,1,0,0,1,NA,0.01782718120805369
2020-06-26,US_MN,3,1,2,3,0,1,1,2,1,NA,2,1,NA,NA,2,NA,0.033808805376491564
2020-06-26,US_MO,3,1,1,4,0,1,1,2,1,NA,2,1,NA,NA,1,NA,0.005072538326988374
2020-06-26,US_MS,3,1,1,3,1,1,1,2,1,NA,1,1,NA,NA,3,NA,0.09326776326945904
2020-06-26,US_MT,3,1,1,3,1,2,1,2,1,NA,3,2,NA,NA,3,NA,0.014215418261344996
2020-06-26,US_NC,3,2,1,3,1,1,1,2,1,NA,2,1,NA,NA,4,NA,0.07698465015538186
2020-06-26,US_ND,3,1,1,0,0,1,1,2,1,NA,2,2,NA,NA,1,NA,0.006447156343541331
2020-06-26,US_NE,3,1,2,3,1,1,1,2,1,NA,3,1,NA,NA,2,NA,0.05186721991701245
2020-06-26,US_NH,3,2,1,0,1,1,1,2,2,NA,3,2,NA,NA,2,NA,0.01315265045834994
2020-06-26,US_NJ,3,2,1,3,1,1,1,2,2,NA,3,1,0,0,2,NA,0.016244717559027642
2020-06-26,US_NM,3,2,2,4,2,1,2,2,1,NA,3,2,NA,NA,3,NA,0.036193029490616625
2020-06-26,US_NV,3,1,2,3,0,1,1,2,2,NA,2,1,NA,NA,3,NA,0.04470256951777543
2020-06-26,US_NY,3,2,2,4,1,1,2,2,2,0,3,2,0,0,3,NA,0.013042139883025777
2020-06-26,US_OH,3,2,2,4,0,1,1,2,1,NA,3,2,NA,NA,2,NA,0.04615168802020013
2020-06-26,US_OK,3,1,1,3,0,1,1,2,1,NA,3,1,NA,NA,1,NA,0.06796283551273227
2020-06-26,US_OR,3,2,2,3,0,1,1,2,2,0,1,1,0,0,3,NA,0.047987616099071206
2020-06-26,US_PA,3,2,2,3,1,1,1,2,2,20000000,2,1,0,0,2,NA,0.03029690971520905
2020-06-26,US_RI,3,2,2,3,0,1,2,2,2,NA,3,1,NA,NA,3,NA,0.023224503534163582
2020-06-26,US_SC,3,1,1,0,0,1,1,2,1,0,2,2,0,0,3,NA,1
2020-06-26,US_SD,3,1,1,0,0,1,1,2,1,0,2,1,0,0,2,NA,0.04519774011299435
2020-06-26,US_TN,3,2,2,3,1,1,1,2,1,0,3,1,0,0,1,NA,0.09744972009122953
2020-06-26,US_TX,3,2,2,3,0,1,1,2,1,NA,2,1,NA,NA,2,NA,0.06625107380836294
2020-06-26,US_UT,3,1,2,3,0,1,1,2,1,NA,2,2,NA,NA,2,NA,0.10889175257731959
2020-06-26,US_VA,3,2,2,3,0,1,2,2,2,0,3,1,0,0,2,NA,0.053365261267424954
2020-06-26,US_VT,3,1,2,3,0,1,2,2,2,NA,3,2,NA,NA,2,NA,0.004817618719889883
2020-06-26,US_WA,3,2,2,4,1,1,1,2,1,0,2,1,0,0,3,NA,0.049753440788989474
2020-06-26,US_WI,3,1,1,4,1,1,1,2,1,0,3,2,0,0,2,NA,0.042593433197155396
2020-06-26,US_WV,3,1,2,3,0,1,1,2,1,0,1,2,0,0,2,NA,0.016563819421890225
2020-06-26,US_WY,3,1,1,2,2,1,1,2,2,0,2,1,NA,0,2,NA,0.0336
2020-06-27,US_AK,3,1,1,2,0,1,1,2,2,NA,2,2,NA,NA,1,NA,0.01425061425061425
2020-06-27,US_AL,3,1,1,0,1,1,1,2,1,0,3,2,0,0,3,NA,0.14589074404279462
2020-06-27,US_AR,3,2,1,3,1,1,1,2,1,0,3,1,0,0,3,NA,0.1029612756264237
2020-06-27,US_AZ,3,1,2,0,0,1,1,2,1,NA,2,2,NA,NA,3,NA,0.14790575916230367
2020-06-27,US_CA,3,2,2,4,0,1,1,2,2,0,2,2,NA,NA,3,NA,0.05285946635016924
2020-06-27,US_CO,2,2,1,4,1,1,1,2,2,NA,2,1,NA,NA,2,NA,0.026522708602276727
2020-06-27,US_CT,3,2,2,3,1,1,1,2,2,NA,3,2,NA,NA,3,NA,0.013123828229622355
2020-06-27,US_DC,3,2,2,3,2,1,1,2,2,NA,2,1,NA,NA,1,NA,0.027874564459930314
2020-06-27,US_DE,3,2,2,2,1,2,1,2,2,NA,2,2,NA,NA,3,NA,0.40606060606060607
2020-06-27,US_FL,3,2,2,4,1,1,2,2,2,0,1,1,0,0,3,NA,0.11774619403404303
2020-06-27,US_GA,3,2,2,3,1,2,1,2,2,0,3,2,0,0,1,NA,0.10593558690444503
2020-06-27,US_HI,3,2,1,4,0,2,2,2,1,0,2,2,0,0,2,NA,0.0098159509202454
2020-06-27,US_IA,3,1,1,0,1,1,1,2,2,0,2,2,0,0,1,NA,0.053363889343591424
2020-06-27,US_ID,3,2,1,3,0,1,2,2,1,NA,2,1,NA,NA,1,NA,0.16986794717887155
2020-06-27,US_IL,3,1,1,3,0,1,1,2,2,NA,2,1,NA,NA,2,NA,0.025994642325627544
2020-06-27,US_IN,3,1,2,2,0,1,1,2,2,NA,3,2,NA,NA,1,NA,0.03401626524867063
2020-06-27,US_MA,3,2,2,3,1,1,1,2,1,0,2,2,0,0,3,NA,0.047600816743236345
2020-06-27,US_MD,3,2,2,4,1,1,1,2,2,NA,3,1,NA,NA,2,NA,0.03216823506817745
2020-06-27,US_ME,3,2,2,3,2,1,2,2,2,0,2,2,0,0,2,NA,0.025341130604288498
2020-06-27,US_MI,3,1,1,1,1,1,1,2,1,0,3,1,0,0,1,NA,0.018073844564936742
2020-06-27,US_MN,3,1,2,3,0,1,1,2,1,NA,2,1,NA,NA,2,NA,0.035858629288846845
2020-06-27,US_MS,3,1,1,3,1,1,1,2,1,NA,1,1,NA,NA,3,NA,0.08568269762299613
2020-06-27,US_MT,3,1,1,3,1,2,1,2,1,NA,3,2,NA,NA,3,NA,0.02117863720073665
2020-06-27,US_NC,3,2,1,3,1,1,1,2,1,NA,2,1,NA,NA,4,NA,0.0897697007676641
2020-06-27,US_ND,3,1,1,0,0,1,1,2,1,NA,2,2,NA,NA,1,NA,0.009057527539779682
2020-06-27,US_NE,3,1,2,3,1,1,1,2,1,NA,3,1,NA,NA,2,NA,0.028580603725112397
2020-06-27,US_NH,3,2,1,0,1,1,1,2,2,NA,3,2,NA,NA,2,NA,0.008619074386359378
2020-06-27,US_NJ,3,2,1,3,1,1,1,2,2,NA,3,1,0,0,2,NA,0.015192699737889526
2020-06-27,US_NM,3,2,2,4,2,1,2,2,1,NA,3,2,NA,NA,3,NA,0.09090909090909091
2020-06-27,US_NV,3,1,2,3,0,1,1,2,2,NA,2,1,NA,NA,3,NA,0.04884764429940853
2020-06-27,US_NY,3,2,2,4,1,1,2,2,2,0,3,2,0,0,3,NA,0.009595697633152248
2020-06-27,US_OH,3,2,2,4,0,1,1,2,1,NA,3,2,NA,NA,2,NA,0.03936969930609098
2020-06-27,US_OK,3,1,1,3,0,1,1,2,1,NA,3,1,NA,NA,1,NA,0.020085986833266158
2020-06-27,US_OR,3,2,2,3,0,1,1,2,2,0,1,1,0,0,3,NA,0.01987913486005089
2020-06-27,US_RI,3,2,2,3,0,1,2,2,2,NA,3,1,NA,NA,3,NA,0.014189988175009854
2020-06-27,US_SC,3,1,1,0,0,1,1,2,1,0,2,2,0,0,3,NA,0.09725338022191232
2020-06-27,US_SD,3,1,1,0,0,1,1,2,1,0,2,1,0,0,2,NA,0.06315058986814712
2020-06-27,US_TN,3,2,2,3,1,1,1,2,1,0,3,1,0,0,1,NA,0.11213801601971657
2020-06-27,US_TX,3,2,2,3,0,1,1,2,1,NA,2,1,NA,NA,2,NA,0.11724349157733538
2020-06-27,US_UT,3,1,2,3,0,1,1,2,1,NA,2,2,NA,NA,3,NA,0.07448453608247423
2020-06-27,US_VA,3,2,2,3,0,1,2,2,2,0,3,1,0,0,2,NA,0.06436584902072637
2020-06-27,US_VT,3,1,2,3,0,1,2,2,2,NA,3,2,NA,NA,2,NA,0.001366120218579235
2020-06-27,US_WA,3,2,2,4,1,1,1,2,1,0,2,1,0,0,3,NA,0.07616962433740493
2020-06-27,US_WI,3,1,1,4,1,1,1,2,1,0,3,2,0,0,2,NA,0.037970384458633336
2020-06-27,US_WV,3,1,2,3,0,1,1,2,1,0,1,2,0,0,2,NA,0.01691988950276243
2020-06-27,US_WY,3,1,1,2,2,1,1,2,2,0,2,1,NA,0,2,NA,0.09836065573770492
2020-06-28,US_AK,3,1,1,2,0,1,1,2,2,NA,2,2,NA,NA,1,NA,0.010584677419354838
2020-06-28,US_AL,3,1,1,0,1,1,1,2,1,0,3,2,0,0,3,NA,0.20146314012380417
2020-06-28,US_AR,3,2,1,3,1,1,1,2,1,0,3,1,0,0,3,NA,0.07854485324514263
2020-06-28,US_AZ,3,1,2,0,0,1,1,2,1,NA,2,2,NA,NA,3,NA,0.27933082271147164
2020-06-28,US_CA,3,2,2,4,0,1,1,2,2,0,2,2,NA,NA,3,NA,0.056673287627346705
2020-06-28,US_CO,2,2,1,4,1,1,1,2,2,NA,2,1,NA,NA,2,NA,0.037230568256041804
2020-06-28,US_CT,3,2,2,3,1,1,1,2,2,NA,3,2,NA,NA,3,NA,0.018215962441314553
2020-06-28,US_DC,3,2,2,3,1,1,1,2,2,NA,2,1,NA,NA,1,NA,0.011396011396011397
2020-06-28,US_DE,3,2,2,2,1,2,1,2,2,NA,2,2,NA,NA,3,NA,0.0633888663145063
2020-06-28,US_FL,3,2,2,4,1,1,2,2,2,0,1,1,0,0,3,NA,0.08325358851674641
2020-06-28,US_GA,3,2,2,3,1,2,1,2,2,0,3,2,0,0,1,NA,0.12992700729927006
2020-06-28,US_HI,3,2,1,4,0,2,2,2,1,0,2,2,0,0,2,NA,0.004118050789293068
2020-06-28,US_IA,3,1,1,0,1,1,1,2,2,0,2,2,0,0,1,NA,0.07739737141002759
2020-06-28,US_ID,3,2,1,3,0,1,2,2,1,NA,2,1,NA,NA,1,NA,0.0750329091706889
2020-06-28,US_IL,3,1,1,3,0,1,1,2,2,NA,2,1,NA,NA,2,NA,0.027155407961662954
2020-06-28,US_IN,3,1,2,2,0,1,1,2,2,NA,3,2,NA,NA,1,NA,0.06544985250737463
2020-06-28,US_KY,3,2,2,4,2,1,1,2,2,0,3,2,0,0,1,NA,0.048873165618448636
2020-06-28,US_LA,3,2,2,2,1,1,1,2,1,NA,2,1,NA,NA,3,NA,0.08102734051367026
2020-06-28,US_MA,3,2,2,3,1,1,1,2,1,0,2,2,0,0,3,NA,0.03585147247119078
2020-06-28,US_MD,3,2,2,4,1,1,1,2,2,NA,3,1,NA,NA,2,NA,0.04323109465891063
2020-06-28,US_ME,3,2,2,3,2,1,2,2,2,0,2,2,0,0,2,NA,0.024294156270518712
2020-06-28,US_MI,3,1,1,1,1,1,1,2,1,0,3,1,0,0,1,NA,0.01672408393360476
2020-06-28,US_MN,3,1,2,3,0,1,1,2,1,NA,2,1,NA,NA,2,NA,0.031253785584494244
2020-06-28,US_MS,3,1,1,3,1,1,1,2,2,NA,1,1,NA,NA,3,NA,0.1259155912103244
2020-06-28,US_MT,3,1,1,3,1,2,1,2,1,NA,3,2,NA,NA,3,NA,0.008964955175224124
2020-06-28,US_NC,3,2,1,3,1,1,1,2,1,NA,2,1,NA,NA,4,NA,0.07863406986428886
2020-06-28,US_ND,3,1,1,0,0,1,1,2,1,NA,2,2,NA,NA,1,NA,0.011257639112254744
2020-06-28,US_NE,3,1,2,3,1,1,1,2,1,NA,3,1,NA,NA,2,NA,0.03939726887458798
2020-06-28,US_NJ,3,2,1,3,1,1,1,2,2,NA,3,1,0,0,2,NA,0.016064062120844456
2020-06-28,US_NM,3,2,2,4,2,1,2,2,1,NA,3,2,NA,NA,3,NA,0.0234886883421931
2020-06-28,US_NV,3,1,2,3,0,1,1,2,2,NA,2,1,NA,NA,3,NA,0.12794140564126538
2020-06-28,US_NY,3,2,2,4,1,1,2,2,2,0,3,2,0,0,3,NA,0.009950570219364843
2020-06-28,US_OH,3,2,2,4,0,1,1,2,1,NA,3,2,NA,NA,2,NA,0.040631839375773145
2020-06-28,US_OK,3,1,1,3,0,1,1,2,1,NA,3,1,NA,NA,1,NA,1
2020-06-28,US_OR,3,2,2,3,0,1,1,2,2,0,1,1,0,0,3,NA,0.03440109684656612
2020-06-28,US_PA,3,2,2,3,1,1,1,2,2,0,2,1,0,0,2,NA,0.07412283588967152
2020-06-28,US_RI,3,2,2,3,0,1,2,2,2,NA,3,1,NA,NA,3,NA,0.006699147381242387
2020-06-28,US_SC,3,1,1,0,0,1,1,2,1,0,2,2,0,0,3,NA,0.1598749710581153
2020-06-28,US_SD,3,1,1,0,0,1,1,2,1,0,2,1,0,0,2,NA,0.04504504504504504
2020-06-28,US_TX,3,2,2,3,0,1,1,2,1,NA,2,1,NA,NA,2,NA,0.1753805860206253
