date,key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,sev_day,dir
2020-07-15,US_VT,-3,4,215,-22,-35,9,8.142857142857142,0
2020-07-15,US_WA,-11,3,166,-33,-42,11,808.4285714285714,0
2020-07-15,US_WI,-5,6,132,-12,-32,10,859.8571428571429,1
2020-07-15,US_WV,-2,6,81,11,-30,6,117.14285714285714,1
2020-07-15,US_WY,17,31,312,32,-24,4,38.42857142857143,0
2020-07-16,US_AK,13,19,184,3,-28,6,59.57142857142857,1
2020-07-16,US_AL,-8,5,38,1,-30,9,1917.7142857142858,1
2020-07-16,US_AR,-4,7,107,-2,-31,7,936,0
2020-07-16,US_AZ,-23,-10,-15,-31,-42,13,3022.4285714285716,0
2020-07-16,US_CA,-30,-7,10,-42,-43,15,8910.857142857143,0
2020-07-16,US_CO,-8,5,110,-28,-40,10,461.2857142857143,1
2020-07-16,US_CT,-6,-1,122,-21,-37,10,115.57142857142857,0
2020-07-16,US_DE,1,7,129,-17,-36,10,100.28571428571429,0
2020-07-16,US_FL,-22,-10,-15,-41,-37,12,11085.714285714286,0
2020-07-16,US_GA,-10,0,31,-32,-38,11,3742.4285714285716,1
2020-07-16,US_HI,-33,-20,-36,-58,-35,13,22,0
2020-07-16,US_IA,-5,15,232,2,-30,8,521.7142857142857,1
2020-07-16,US_ID,4,19,268,13,-33,6,542.4285714285714,0
2020-07-16,US_IL,-8,4,102,-31,-37,10,1100.2857142857142,1
2020-07-16,US_IN,0,7,143,3,-30,8,708.4285714285714,1
2020-07-16,US_KY,-8,6,93,-7,-33,8,538.8571428571429,1
2020-07-16,US_LA,-14,-1,-9,-18,-32,10,2395.714285714286,1
2020-07-16,US_MA,-11,-2,122,-47,-43,12,276.7142857142857,1
2020-07-16,US_MD,-10,-1,108,-37,-43,14,717.4285714285714,1
2020-07-16,US_ME,9,17,276,8,-30,6,21.142857142857142,1
2020-07-16,US_MI,-4,4,195,-18,-36,10,727.4285714285714,1
2020-07-16,US_MN,-7,8,193,-36,-38,10,560.4285714285714,1
2020-07-16,US_MO,-3,8,118,-8,-33,8,807.2857142857143,1
2020-07-16,US_MS,-3,3,35,3,-28,8,907.2857142857143,0
2020-07-16,US_MT,11,29,258,30,-26,3,110.71428571428571,0
2020-07-16,US_NC,-10,2,64,-23,-35,10,2011,0
2020-07-16,US_ND,5,9,217,2,-26,4,97.14285714285714,1
2020-07-16,US_NE,-4,6,160,7,-32,8,211.85714285714286,0
2020-07-16,US_NH,5,10,273,-7,-33,9,21.285714285714285,0
2020-07-16,US_NJ,-15,3,156,-41,-42,13,286.42857142857144,0
2020-07-16,US_NM,-14,3,39,-11,-37,12,277.57142857142856,0
2020-07-16,US_NV,-16,-1,-15,-33,-38,12,1154.5714285714287,1
2020-07-16,US_NY,-22,0,63,-46,-42,12,728.7142857142857,0
2020-07-16,US_OH,-5,6,139,-7,-33,9,1334.2857142857142,0
2020-07-16,US_OK,-3,7,67,1,-31,7,718.5714285714286,0
2020-07-16,US_OR,-10,6,127,-22,-38,9,328.2857142857143,0
2020-07-16,US_PA,-9,2,97,-29,-37,10,823,1
2020-07-16,US_RI,3,1,320,-30,-36,9,96.28571428571429,1
2020-07-16,US_SC,-6,3,46,-2,-31,9,1905.4285714285713,1
2020-07-16,US_SD,12,29,372,41,-26,5,58.142857142857146,0
2020-07-16,US_TN,-5,4,87,-10,-32,8,2307.8571428571427,1
2020-07-16,US_TX,-16,-5,15,-28,-41,14,9313.714285714286,0
2020-07-16,US_UT,-7,11,162,-24,-40,10,661.8571428571429,1
2020-07-16,US_VA,-11,1,91,-30,-40,12,965.7142857142857,1
2020-07-16,US_VT,-4,5,168,-23,-34,9,7.714285714285714,0
2020-07-16,US_WA,-13,2,114,-35,-43,11,816.7142857142857,1
2020-07-16,US_WI,-1,11,268,-4,-32,8,867.2857142857143,1
2020-07-16,US_WV,-5,6,64,15,-30,7,119.28571428571429,1
2020-07-16,US_WY,16,33,320,39,-25,4,37.714285714285715,0
2020-07-17,US_AK,6,13,170,1,-28,6,66.28571428571429,1
2020-07-17,US_AL,-11,-1,44,1,-31,9,1906.5714285714287,0
2020-07-17,US_AR,-6,5,122,-2,-31,7,816.5714285714286,0
2020-07-17,US_AZ,-26,-11,-16,-32,-41,14,3051.285714285714,1
2020-07-17,US_CA,-31,-7,11,-41,-41,15,9180.142857142857,1
2020-07-17,US_CO,-13,4,99,-26,-39,9,474.85714285714283,1
2020-07-17,US_CT,-13,-3,61,-24,-37,12,101.85714285714286,0
2020-07-17,US_DE,-5,4,NA,-22,-35,11,103,1
2020-07-17,US_FL,-25,-13,-20,-43,-37,13,11097.57142857143,1
2020-07-17,US_GA,-13,-3,69,-31,-38,10,3572.285714285714,0
2020-07-17,US_HI,-33,-19,-33,-58,-33,13,23,1
2020-07-17,US_IA,-4,19,225,6,-29,5,519.5714285714286,0
2020-07-17,US_ID,-3,16,237,11,-33,5,567.2857142857143,1
2020-07-17,US_IL,-13,-1,100,-28,-38,9,1141.7142857142858,1
2020-07-17,US_IN,-4,3,184,6,-31,7,738.4285714285714,1
2020-07-17,US_KS,-5,-3,159,13,-30,5,1070.142857142857,1
2020-07-17,US_KY,-11,3,117,-6,-34,9,537.2857142857143,0
2020-07-17,US_LA,-15,0,5,-19,-33,10,2393.714285714286,0
2020-07-17,US_MA,-19,-6,51,-47,-43,14,280.2857142857143,1
2020-07-17,US_MD,-15,-3,105,-36,-42,14,736.8571428571429,1
2020-07-17,US_ME,0,10,188,3,-32,9,21.857142857142858,1
2020-07-17,US_MI,-12,-1,268,-10,-36,9,742.4285714285714,1
2020-07-17,US_MN,-12,2,165,-35,-39,10,619.2857142857143,1
2020-07-17,US_MO,-2,1,131,-5,-25,7,819.1428571428571,1
2020-07-17,US_MS,-9,-3,34,0,-29,8,1029.857142857143,1
2020-07-17,US_MT,0,23,206,27,-28,4,111.14285714285714,1
2020-07-17,US_NC,-12,0,79,-22,-34,9,1931.142857142857,0
2020-07-17,US_ND,-9,0,174,2,-26,7,97.71428571428571,1
2020-07-17,US_NE,-5,9,170,10,-32,7,201.57142857142858,0
2020-07-17,US_NH,-3,8,168,-15,-34,11,25.857142857142858,1
2020-07-17,US_NJ,-20,0,101,-40,-41,14,300,1
2020-07-17,US_NM,-18,0,28,-13,-35,11,274.85714285714283,0
2020-07-17,US_NV,-19,-4,-15,-34,-38,12,1171.142857142857,1
2020-07-17,US_NY,-26,-4,40,-46,-42,13,723.2857142857143,0
2020-07-17,US_OH,-11,1,217,-3,-33,8,1330.7142857142858,0
2020-07-17,US_OK,-7,0,67,1,-31,8,669.7142857142857,0
2020-07-17,US_OR,-15,1,111,-20,-37,9,344.14285714285717,1
2020-07-17,US_PA,-16,-1,105,-30,-37,10,856.5714285714286,1
2020-07-17,US_RI,-9,-4,156,-35,-36,11,82.14285714285714,0
2020-07-17,US_SC,-9,3,52,1,-32,8,1896.7142857142858,0
2020-07-17,US_SD,8,30,358,39,-25,6,59.857142857142854,1
2020-07-17,US_TN,-9,1,89,-9,-32,8,2068.5714285714284,0
2020-07-17,US_TX,-20,-6,1,-28,-40,14,9563.57142857143,1
2020-07-17,US_UT,-13,11,151,-24,-38,9,642.2857142857143,0
2020-07-17,US_VA,-14,-1,85,-29,-39,12,961.8571428571429,0
2020-07-17,US_VT,-11,0,136,-30,-37,11,8.285714285714286,1
2020-07-17,US_WA,-17,-1,108,-33,-43,11,815.7142857142857,0
2020-07-17,US_WI,-9,7,251,0,-32,9,899,1
2020-07-17,US_WV,-10,1,83,16,-30,7,126.14285714285714,1
2020-07-17,US_WY,7,33,NA,49,-26,4,40.42857142857143,1
2020-07-18,US_AK,6,19,211,15,-9,0,72.42857142857143,1
2020-07-18,US_AL,-13,4,63,16,-10,3,1871.857142857143,0
2020-07-18,US_AZ,-30,-12,-27,-32,-19,8,2940.8571428571427,0
2020-07-18,US_CA,-34,-6,9,-36,-19,8,9420.285714285714,1
2020-07-18,US_CO,-19,2,84,-21,-14,3,481.85714285714283,1
2020-07-18,US_DE,-6,8,NA,-5,-7,3,110.85714285714286,1
2020-07-18,US_FL,-28,-14,-26,-46,-20,7,11050.285714285714,0
2020-07-18,US_GA,-15,-3,58,-25,-14,4,3575,1
2020-07-18,US_HI,-34,-19,-23,-62,-25,7,21.428571428571427,0
2020-07-18,US_IA,-15,19,229,11,-5,1,517.8571428571429,0
2020-07-18,US_ID,-9,16,NA,22,-11,0,552,0
2020-07-18,US_IL,-17,1,121,-16,-10,2,1177.142857142857,1
2020-07-18,US_IN,-6,7,280,18,-9,0,747.2857142857143,1
2020-07-18,US_KY,-11,8,201,8,-11,1,548.1428571428571,1
2020-07-18,US_MA,-21,-10,184,-30,-14,2,271.85714285714283,0
2020-07-18,US_MD,-17,-1,171,-22,-13,4,755,1
2020-07-18,US_ME,-3,12,328,30,-8,-1,22.428571428571427,1
2020-07-18,US_MI,-14,4,343,-1,-8,1,742.1428571428571,0
2020-07-18,US_MN,-21,-1,128,-31,-9,4,612.4285714285714,0
2020-07-18,US_MO,-14,7,146,-4,-8,2,848,1
2020-07-18,US_MS,-9,3,51,8,-13,3,1140.2857142857142,1
2020-07-18,US_MT,-3,28,224,34,-12,-1,108.57142857142857,0
2020-07-18,US_NC,-16,0,91,-13,-13,3,1911,0
2020-07-18,US_ND,-11,3,218,3,-6,0,101.71428571428571,1
2020-07-18,US_NE,-14,4,184,13,-11,2,206.85714285714286,1
2020-07-18,US_NH,-9,4,292,-3,-9,0,24.428571428571427,0
2020-07-18,US_NJ,-21,2,209,-25,-11,3,298.2857142857143,0
2020-07-18,US_NM,-24,-5,31,-10,-17,6,286.14285714285717,1
2020-07-18,US_NV,-23,-4,-23,-33,-26,7,1129.857142857143,0
2020-07-18,US_NY,-26,-3,124,-35,-16,3,715.1428571428571,0
2020-07-18,US_OH,-15,2,264,5,-10,1,1317.142857142857,0
2020-07-18,US_OK,-12,5,79,8,-11,3,655.4285714285714,0
2020-07-18,US_OR,-18,3,163,-8,-14,2,344.14285714285717,1
2020-07-18,US_PA,-19,0,166,-18,-13,2,870.5714285714286,1
2020-07-18,US_SC,-12,4,79,9,-12,3,1849.7142857142858,0
2020-07-18,US_SD,-1,27,311,43,-6,1,63.857142857142854,1
2020-07-18,US_TN,-11,6,131,1,-10,2,2165.1428571428573,1
2020-07-18,US_TX,-23,-7,1,-25,-16,7,9357.857142857143,0
2020-07-18,US_UT,-20,4,156,-12,-11,2,647.7142857142857,1
2020-07-18,US_VA,-17,3,116,-16,-13,4,989.7142857142857,1
2020-07-18,US_VT,-16,2,285,-34,-15,1,8.714285714285714,1
2020-07-18,US_WA,-22,0,171,-16,-15,2,815.5714285714286,0
2020-07-18,US_WI,-13,11,255,6,-5,2,926.7142857142857,1
2020-07-18,US_WV,-10,8,165,38,-10,1,113.14285714285714,0
2020-07-18,US_WY,5,32,343,55,-9,-1,41,1
2020-07-19,US_AK,19,21,189,11,-8,-1,72.57142857142857,1
2020-07-19,US_AL,-12,1,48,7,-18,4,1820.857142857143,0
2020-07-19,US_AR,-7,8,97,2,-14,2,847.8571428571429,1
2020-07-19,US_AZ,-26,-14,-19,-33,-20,6,2750.714285714286,0
2020-07-19,US_CA,-32,-10,15,-37,-20,7,9919.714285714286,1
2020-07-19,US_CO,-11,2,97,-23,-14,2,506.14285714285717,1
2020-07-19,US_DE,-6,5,131,-14,-12,3,110.42857142857143,0
2020-07-19,US_FL,-26,-14,-16,-45,-22,6,10517.285714285714,0
2020-07-19,US_GA,-15,-4,51,-31,-21,4,3495.4285714285716,0
2020-07-19,US_HI,-33,-21,-27,-62,-27,7,22,1
2020-07-19,US_IA,-2,25,261,9,-8,-1,500.2857142857143,0
2020-07-19,US_ID,8,21,NA,34,-14,-2,586.2857142857143,1
2020-07-19,US_IL,-18,-7,104,-25,-16,3,1235.857142857143,1
2020-07-19,US_IN,-8,1,148,11,-13,2,757.5714285714286,1
2020-07-19,US_KY,-11,5,133,0,-15,2,551.8571428571429,1
2020-07-19,US_LA,-20,-1,-4,-21,-21,5,2473.1428571428573,1
2020-07-19,US_MA,-16,-12,134,-35,-13,2,281.85714285714283,1
2020-07-19,US_MD,-16,-4,131,-27,-17,5,736.5714285714286,0
2020-07-19,US_ME,14,23,374,44,-3,-3,22.714285714285715,1
2020-07-19,US_MI,-9,-1,241,-8,-12,1,688.1428571428571,0
2020-07-19,US_MN,-7,3,253,-28,-9,-1,602.7142857142857,0
2020-07-19,US_MO,-6,6,97,-6,-11,1,907,1
2020-07-19,US_MS,-8,-1,41,5,-18,4,1214.857142857143,1
2020-07-19,US_MT,10,31,234,46,-10,-3,102.42857142857143,0
2020-07-19,US_NC,-13,0,58,-20,-17,3,1962.142857142857,1
2020-07-19,US_ND,0,7,260,5,-8,-4,114.28571428571429,1
2020-07-19,US_NE,-6,5,185,15,-8,0,210.42857142857142,1
2020-07-19,US_NH,-1,2,258,-3,-8,-1,26,1
2020-07-19,US_NM,-20,-6,31,-10,-15,5,283.85714285714283,0
2020-07-19,US_NV,-20,-5,-5,-35,-26,6,1169.857142857143,1
2020-07-19,US_NY,-25,-9,115,-39,-18,3,697.1428571428571,0
2020-07-19,US_OH,-11,-2,176,-2,-13,1,1347.2857142857142,1
2020-07-19,US_OK,-8,3,63,6,-13,2,641.1428571428571,0
2020-07-19,US_OR,-8,3,127,-9,-16,1,333.42857142857144,0
2020-07-19,US_PA,-13,-2,151,-22,-15,1,818.7142857142857,0
2020-07-19,US_SC,-10,3,57,8,-17,4,1828.142857142857,0
2020-07-19,US_SD,18,39,415,55,-3,-3,60.714285714285715,0
2020-07-19,US_TN,-9,4,89,-7,-17,3,2193.714285714286,1
2020-07-19,US_TX,-21,-10,-8,-29,-19,6,9227.57142857143,0
2020-07-19,US_UT,-6,12,159,-14,-19,1,669.5714285714286,1
2020-07-19,US_VA,-16,-2,87,-24,-17,4,980.8571428571429,0
2020-07-19,US_VT,-7,7,255,-39,-16,-1,7.285714285714286,0
2020-07-19,US_WA,-9,1,138,-17,-16,1,802.2857142857143,0
2020-07-19,US_WI,0,10,326,5,-6,-1,912.2857142857143,0
2020-07-19,US_WV,-4,10,143,35,-12,1,92.71428571428571,0
2020-07-19,US_WY,17,36,320,45,-10,-2,43.285714285714285,1
2020-07-20,US_AK,16,16,182,3,-29,6,74.71428571428571,1
2020-07-20,US_AL,-9,-1,35,-1,-31,8,1874.857142857143,1
2020-07-20,US_AR,-5,4,58,-2,-32,8,908.7142857142857,1
2020-07-20,US_AZ,-21,-13,-7,-31,-42,12,2618.714285714286,0
2020-07-20,US_CA,-28,-10,13,-41,-43,14,9881.42857142857,0
2020-07-20,US_CO,-6,3,123,-26,-37,8,512.5714285714286,1
2020-07-20,US_CT,-7,-4,97,-24,-39,11,100.28571428571429,0
2020-07-20,US_DE,-2,3,79,-24,-36,10,108.28571428571429,0
2020-07-20,US_FL,-23,-14,-20,-42,-37,11,10674.857142857143,1
2020-07-20,US_GA,-12,-3,39,-33,-38,10,3616.1428571428573,1
2020-07-20,US_HI,-33,-21,-40,-55,-34,12,20.428571428571427,0
2020-07-20,US_IA,-7,18,175,-1,-30,8,500.2857142857143,1
2020-07-20,US_ID,7,18,267,13,-29,3,553.8571428571429,0
2020-07-20,US_IL,-11,-2,92,-34,-39,10,1288.2857142857142,1
2020-07-20,US_IN,0,4,127,1,-30,7,788.8571428571429,1
2020-07-20,US_KS,-10,-4,73,0,-33,9,1028,0
2020-07-20,US_KY,-10,1,63,-10,-33,9,580.5714285714286,1
2020-07-20,US_LA,-14,-4,-1,-20,-31,9,2502.714285714286,1
2020-07-20,US_MA,-12,-8,98,-49,-45,12,295.14285714285717,1
2020-07-20,US_MD,-15,-7,55,-41,-44,15,738.8571428571429,1
2020-07-20,US_ME,10,17,285,10,-33,6,22.714285714285715,1
2020-07-20,US_MI,-1,3,248,-15,-36,8,656,0
2020-07-20,US_MN,-6,1,195,-37,-39,10,624.8571428571429,1
2020-07-20,US_MO,-7,5,74,-16,-34,9,1039.7142857142858,1
2020-07-20,US_MS,0,2,25,1,-29,7,1179.4285714285713,0
2020-07-20,US_MT,15,27,254,29,-25,3,97,0
2020-07-20,US_NC,-11,1,65,-23,-35,9,1923.857142857143,0
2020-07-20,US_ND,3,2,139,-3,-26,6,117.42857142857143,1
2020-07-20,US_NE,-2,5,140,2,-32,8,215.28571428571428,1
2020-07-20,US_NH,5,7,259,-14,-35,9,25.571428571428573,0
2020-07-20,US_NJ,-17,-2,109,-43,-43,14,281.2857142857143,0
2020-07-20,US_NM,-14,-4,30,-13,-37,10,289.2857142857143,1
2020-07-20,US_NV,-17,-4,-12,-33,-38,11,1143.4285714285713,0
2020-07-20,US_NY,-23,-7,57,-48,-43,12,703.1428571428571,1
2020-07-20,US_OH,-5,2,142,-6,-34,8,1369.2857142857142,1
2020-07-20,US_OK,-4,2,43,0,-33,8,646.8571428571429,1
2020-07-20,US_OR,-6,3,151,-20,-38,8,330.2857142857143,0
2020-07-20,US_PA,-10,-2,80,-34,-38,10,844.5714285714286,1
2020-07-20,US_RI,0,-4,271,-35,-37,9,80,0
2020-07-20,US_SC,-7,1,47,-6,-31,8,1789,0
2020-07-20,US_SD,14,28,359,37,-24,6,64.14285714285714,1
2020-07-20,US_TN,-5,1,79,-12,-33,9,2206.714285714286,1
2020-07-20,US_TX,-18,-10,-3,-29,-41,13,9115.57142857143,0
2020-07-20,US_UT,-6,8,134,-23,-40,9,607.7142857142857,0
2020-07-20,US_VA,-14,-3,53,-35,-40,12,972.2857142857143,0
2020-07-20,US_VT,-2,6,205,-29,-37,8,7.428571428571429,1
2020-07-20,US_WA,-10,0,129,-33,-43,10,820.4285714285714,1
2020-07-20,US_WI,-3,7,235,-7,-32,8,932.8571428571429,1
2020-07-20,US_WV,-5,4,60,14,-31,8,127.57142857142857,1
2020-07-20,US_WY,18,30,330,38,-25,3,45.857142857142854,1
2020-07-21,US_AK,18,18,202,4,-28,6,78.42857142857143,1
2020-07-21,US_AL,-9,0,28,-4,-31,9,1844.857142857143,0
2020-07-21,US_AR,-4,6,98,-3,-32,8,988.2857142857143,1
2020-07-21,US_AZ,-21,-10,-14,-29,-42,13,2539.714285714286,0
2020-07-21,US_CA,-29,-8,18,-41,-44,14,10005.285714285714,1
2020-07-21,US_CO,-7,3,99,-30,-40,10,519.4285714285714,1
2020-07-21,US_CT,-6,-2,107,-23,-38,10,162.85714285714286,1
2020-07-21,US_FL,-23,-13,-23,-42,-38,12,10934.714285714286,1
2020-07-21,US_GA,-11,-3,18,-33,-39,12,3745.4285714285716,1
2020-07-21,US_HI,-31,-19,-37,-56,-35,13,25.571428571428573,1
2020-07-21,US_IA,-9,15,161,-5,-32,9,507,1
2020-07-21,US_ID,4,18,265,11,-33,6,514.7142857142857,0
2020-07-21,US_IL,-12,-4,57,-36,-39,11,1312.857142857143,1
2020-07-21,US_IN,-2,4,129,1,-31,8,826.4285714285714,1
2020-07-21,US_KY,-7,6,102,-8,-33,8,618,1
2020-07-21,US_LA,-11,1,-2,-19,-33,9,2474.714285714286,0
2020-07-21,US_MA,-11,-6,118,-48,-45,12,300.85714285714283,1
2020-07-21,US_MD,-10,-2,90,-39,-44,14,770.7142857142857,1
2020-07-21,US_ME,10,16,311,11,-32,6,22,0
2020-07-21,US_MI,-2,3,226,-15,-36,9,639.8571428571429,0
2020-07-21,US_MN,-5,0,151,-38,-39,12,639.2857142857143,1
2020-07-21,US_MO,-7,3,82,-15,-35,9,1152,1
2020-07-21,US_MS,-1,2,32,3,-30,7,1262,1
2020-07-21,US_MT,10,26,268,23,-27,4,96.14285714285714,0
2020-07-21,US_NC,-10,2,68,-24,-35,10,1931.142857142857,1
2020-07-21,US_ND,1,5,161,1,-26,7,117.42857142857143,1
2020-07-21,US_NE,-4,4,161,3,-32,9,240.57142857142858,1
2020-07-21,US_NH,5,10,280,-12,-35,9,30,1
2020-07-21,US_NJ,-15,3,130,-43,-43,13,314.2857142857143,1
2020-07-21,US_NM,-14,-3,32,-12,-37,12,288.42857142857144,0
2020-07-21,US_NV,-14,-1,-11,-32,-39,11,1084.2857142857142,0
2020-07-21,US_NY,-22,-3,74,-46,-42,12,699.8571428571429,0
2020-07-21,US_OH,-5,2,160,-6,-34,8,1352.2857142857142,0
2020-07-21,US_OK,-4,4,68,-2,-32,8,710.8571428571429,1
2020-07-21,US_OR,-7,4,147,-22,-39,9,314.85714285714283,0
2020-07-21,US_PA,-8,-1,85,-32,-38,10,870.4285714285714,1
2020-07-21,US_RI,3,0,303,-34,-37,9,83.42857142857143,1
2020-07-21,US_SC,-5,3,42,-5,-32,9,1792.4285714285713,1
2020-07-21,US_SD,14,30,368,32,-26,5,58.714285714285715,0
2020-07-21,US_TN,-4,3,94,-12,-33,8,2179.8571428571427,0
2020-07-21,US_TX,-17,-8,1,-30,-42,14,8893.42857142857,0
2020-07-21,US_UT,-7,9,162,-25,-40,10,627.1428571428571,1
2020-07-21,US_VA,-12,0,74,-33,-41,12,990.1428571428571,1
2020-07-21,US_VT,-3,7,235,-21,-37,8,6.857142857142857,0
2020-07-21,US_WA,-11,2,154,-34,-44,11,824.2857142857143,1
2020-07-21,US_WI,-5,6,199,-8,-33,10,951.2857142857143,1
2020-07-21,US_WV,-1,7,64,8,-30,6,130.28571428571428,1
2020-07-21,US_WY,15,31,308,31,-25,4,48,1
2020-07-22,US_AK,16,19,143,2,-27,7,93,1
2020-07-22,US_AL,-4,3,43,0,-30,8,1842.2857142857142,0
2020-07-22,US_AZ,-22,-11,-15,-30,-41,13,2682.285714285714,1
2020-07-22,US_CA,-29,-9,13,-42,-43,14,9852.42857142857,0
2020-07-22,US_CO,-7,2,101,-30,-39,10,571.5714285714286,1
2020-07-22,US_CT,-8,-4,78,-25,-37,11,176.14285714285714,1
2020-07-22,US_DE,-6,-1,70,-27,-36,11,113.71428571428571,1
2020-07-22,US_FL,-24,-16,-27,-44,-37,12,10485.285714285714,0
2020-07-22,US_GA,-9,-2,41,-31,-38,11,3616.5714285714284,0
2020-07-22,US_HI,-31,-18,-37,-58,-34,13,30.714285714285715,1
2020-07-22,US_IA,-5,20,216,3,-29,7,537.7142857142857,1
2020-07-22,US_ID,4,17,212,12,-31,6,501.7142857142857,0
2020-07-22,US_IL,-8,1,97,-32,-37,10,1334.2857142857142,1
2020-07-22,US_IN,0,4,111,1,-30,8,838,1
2020-07-22,US_KS,-4,4,130,7,-32,7,955.8571428571429,0
2020-07-22,US_KY,-8,5,77,-8,-32,9,654.2857142857143,1
2020-07-22,US_LA,-9,-1,13,-17,-31,8,2712,1
2020-07-22,US_MA,-12,-7,77,-49,-44,13,290,0
2020-07-22,US_MD,-17,-8,41,-42,-43,15,835.4285714285714,1
2020-07-22,US_MI,0,6,208,-15,-35,9,760.4285714285714,1
2020-07-22,US_MN,-4,2,188,-36,-37,10,688.7142857142857,1
2020-07-22,US_MO,3,7,75,-7,-31,6,1208.7142857142858,1
2020-07-22,US_MS,1,3,34,4,-29,7,1321.5714285714287,1
2020-07-22,US_MT,10,27,251,25,-25,4,112.71428571428571,1
2020-07-22,US_NC,-10,1,61,-24,-35,9,1876.2857142857142,0
2020-07-22,US_ND,5,8,NA,6,-25,5,118.28571428571429,1
2020-07-22,US_NE,-2,8,154,6,-31,8,259,1
2020-07-22,US_NH,5,8,170,-17,-34,10,32.42857142857143,1
2020-07-22,US_NJ,-20,-4,77,-44,-42,15,379.2857142857143,1
2020-07-22,US_NM,-13,-4,29,-12,-36,11,293.14285714285717,1
2020-07-22,US_NV,-15,-2,-12,-32,-38,11,1048.4285714285713,0
2020-07-22,US_NY,-23,-6,35,-48,-41,13,699.2857142857143,0
2020-07-22,US_OH,-5,1,115,-9,-33,9,1337.4285714285713,0
2020-07-22,US_OK,0,7,76,4,-30,6,717.8571428571429,1
2020-07-22,US_OR,-7,4,146,-21,-38,9,328.85714285714283,1
2020-07-22,US_PA,-11,-2,55,-33,-37,11,912,1
2020-07-22,US_RI,0,-2,204,-37,-36,10,114.85714285714286,1
2020-07-22,US_SC,-5,2,40,-4,-31,9,1770.857142857143,0
2020-07-22,US_SD,13,31,364,32,-25,5,63.285714285714285,1
2020-07-22,US_TN,-4,3,82,-12,-32,9,2065.714285714286,0
2020-07-22,US_TX,-16,-6,7,-29,-39,14,8601.142857142857,0
2020-07-22,US_UT,-5,9,129,-24,-39,10,613,0
2020-07-22,US_VA,-13,-2,52,-33,-40,13,1033.7142857142858,1
2020-07-22,US_VT,-4,4,146,-24,-36,11,8.285714285714286,1
2020-07-22,US_WA,-13,0,115,-35,-42,11,830.8571428571429,1
2020-07-22,US_WI,-2,9,245,-5,-31,8,945.1428571428571,0
2020-07-22,US_WV,-5,1,57,10,-30,7,132.42857142857142,1
2020-07-22,US_WY,17,31,320,34,-26,4,48.285714285714285,1
2020-07-23,US_AK,14,17,221,6,-28,6,96,1
2020-07-23,US_AL,-8,2,31,1,-30,9,1754.7142857142858,0
2020-07-23,US_AR,-5,5,104,-2,-30,7,1013.4285714285714,1
2020-07-23,US_AZ,-22,-12,-9,-31,-42,13,2627.1428571428573,0
2020-07-23,US_CA,-29,-8,11,-42,-43,15,9858.857142857143,1
2020-07-23,US_CO,-7,5,126,-28,-39,10,599.1428571428571,1
2020-07-23,US_CT,-8,-2,79,-24,-37,11,169.14285714285714,0
2020-07-23,US_DE,0,6,101,-21,-35,10,117.57142857142857,1
2020-07-23,US_FL,-25,-16,-31,-43,-37,13,10253.857142857143,0
2020-07-23,US_GA,-10,-1,30,-32,-38,11,3547.1428571428573,0
2020-07-23,US_HI,-29,-10,-37,-58,-34,12,38,1
2020-07-23,US_IA,-6,13,227,1,-31,8,496.7142857142857,0
2020-07-23,US_ID,4,17,237,13,-32,6,503.57142857142856,1
2020-07-23,US_IL,-9,2,111,-31,-37,10,1416.5714285714287,1
2020-07-23,US_IN,0,7,157,4,-29,7,828.7142857142857,0
2020-07-23,US_KY,-9,3,69,-9,-33,9,589.2857142857143,0
2020-07-23,US_LA,-12,0,-4,-18,-32,10,2601.5714285714284,0
2020-07-23,US_MA,-15,-6,61,-50,-43,14,300.42857142857144,1
2020-07-23,US_MD,-11,-1,76,-38,-43,14,802.4285714285714,0
2020-07-23,US_ME,7,16,229,9,-30,7,24,1
2020-07-23,US_MI,-1,6,264,-12,-35,8,757.8571428571429,0
2020-07-23,US_MN,-7,3,203,-36,-38,10,707,1
2020-07-23,US_MO,-6,6,106,-11,-33,8,1261.857142857143,1
2020-07-23,US_MS,-5,0,27,2,-28,8,1380.857142857143,1
2020-07-23,US_MT,10,24,216,30,-26,4,115.57142857142857,1
2020-07-23,US_NC,-13,-2,44,-25,-35,11,1847.857142857143,0
2020-07-23,US_ND,2,7,184,2,-26,5,122.14285714285714,1
2020-07-23,US_NE,-5,6,158,6,-31,8,273.42857142857144,1
2020-07-23,US_NH,1,7,169,-12,-33,11,33.285714285714285,1
2020-07-23,US_NJ,-17,1,100,-43,-42,14,412.2857142857143,1
2020-07-23,US_NM,-14,-4,35,-11,-37,12,295.85714285714283,1
2020-07-23,US_NV,-16,-2,-12,-33,-38,11,1009.8571428571429,0
2020-07-23,US_NY,-21,-1,49,-46,-41,12,704.1428571428571,1
2020-07-23,US_OH,-6,2,127,-8,-33,9,1305.857142857143,0
2020-07-23,US_OK,-3,5,73,1,-31,7,860,1
2020-07-23,US_OR,-9,4,124,-22,-38,9,334.7142857142857,1
2020-07-23,US_PA,-10,0,73,-31,-37,10,914,1
2020-07-23,US_RI,-1,-2,223,-34,-36,10,133.14285714285714,1
2020-07-23,US_SC,-6,1,43,-2,-31,9,1601.857142857143,0
2020-07-23,US_SD,13,31,366,44,-26,5,69.85714285714286,1
